title,price_from,wasPrice,location,sleeps,bedrooms,pets,customer_ratings,hot_tub,provider,date_scraped,url
Yew Tree Cottage,513,was £713,"Hotham near South Cave, Vale of York & Yorkshire Wolds",2,1,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Hill-Ho/Yew-Tree-Cottage-1053316.html?_hsearch=220406624df5a64740f&_price=513&_display=1#duration=7&start=2022-08-19&changeover=5
31 Outgang Road,553,was £765,"Pickering, North York Moors & Coast",2,1,Yes,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Pickering/31-Outgang-Road-953578.html?_hsearch=220406624df5a64b88a&_price=553&_display=1#duration=7&start=2022-08-20&changeover=6
Duneane Cottage,634,was £820,"Oswaldtwistle, Cumbria & The Lake District",5,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Hoyle-Bottom/Duneane-Cottage-1047076.html?_hsearch=220406624df5a64f575&_price=634&_display=1#duration=7&start=2022-08-19&changeover=5
Sunbeck Gatehouse,619,was £643,"Raskelf near Easingwold, Vale of York & Yorkshire Wolds",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Raskelf/Sunbeck-Gatehouse-28064.html?_hsearch=220406624df5a652fe5&_price=619&_display=1#duration=7&start=2022-08-19&changeover=5
Trinity House Holiday Apartments - Trinity Two,624,was £807,"Millom, Cumbria, Cumbria & The Lake District",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Millom/Trinity-House-Holiday-Apartments-Trinity-Two-1099798.html?_hsearch=220406624df5a6557a7&_price=624&_display=1#duration=7&start=2022-08-19&changeover=5
Pig-Of-Lead,2387,was £3314,"Bonsall, Peak District & Derbyshire Dales",12,6,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Black-Tor/Pig-Of-Lead-1085290.html?_hsearch=220406624df5a659977&_price=2387&_display=1#duration=7&start=2022-08-19&changeover=5
"Waves, The Bay",1994,,"Torquay, Devon",2,1,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Corbyns-Head/Waves-The-Bay-1067272.html?_hsearch=220406624df5a65d99e&_price=1994&_display=1#duration=7&start=2022-08-19&changeover=5
Bay Cottage,559,was £824,"Haworth, Yorkshire Dales - South",2,1,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Hollings/Bay-Cottage-998428.html?_hsearch=220406624df5a66206e&_price=559&_display=1#duration=7&start=2022-08-20&changeover=6
Barn Acre Cottage,804,was £1102,"St Newlyn East, Cornwall",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Lappa-Valley-Steam-Rly/Barn-Acre-Cottage-987971.html?_hsearch=220406624df5a665a21&_price=804&_display=1#duration=7&start=2022-08-20&changeover=6
Chestnut Lodge,861,was £1102,"Old Buckenham, Norfolk",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Norfolk-Old-Buckenham-Hall/Chestnut-Lodge-1095638.html?_hsearch=220406624df5a794908&_price=861&_display=1#duration=7&start=2022-08-19&changeover=5
The Old Cowsheds,3080,,"Gratton near Winster, Peak District & Derbyshire Dales",10,5,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Dale-End/The-Old-Cowsheds-1102333.html?_hsearch=220406624df5a798a3b&_price=3080&_display=1#duration=7&start=2022-08-21&changeover=0
The Potting Shed,619,was £857,"Burton-in-Kendal near Kirkby Lonsdale, Cumbria & The Lake District",2,1,No,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Burton-in-Kendal/The-Potting-Shed-916603.html?_hsearch=220406624df5a79cbdf&_price=619&_display=1#duration=7&start=2022-08-19&changeover=5
Crabtree Cottage,603,was £890,"Suffield near Scalby, North York Moors & Coast",2,1,Yes,5.0,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Hilda-Wood/Crabtree-Cottage-1034719.html?_hsearch=220406624df5a7a094b&_price=603&_display=1#duration=7&start=2022-08-19&changeover=5
Neaptide,902,was £1113,"Marazion, Cornwall",2,1,No,5.0,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Top-Tieb/Neaptide-1003141.html?_hsearch=220406624df5a7a5ba7&_price=902&_display=1#duration=7&start=2022-08-19&changeover=5
5 Ivy Yard,848,was £966,"Whitby, North York Moors & Coast",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Whitby/5-Ivy-Yard-1082000.html?_hsearch=220406624df5a7a96a1&_price=848&_display=1#duration=7&start=2022-08-19&changeover=5
Belvedere,761,was £972,"Littledean, Gloucestershire",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Dean-Hill/Belvedere-1068493.html?_hsearch=220406624df5a7acdb0&_price=761&_display=1#duration=7&start=2022-08-20&changeover=6
Elterwater,809,was £959,"Windermere, Cumbria & The Lake District",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Heathwaite/Elterwater-1093501.html?_hsearch=220406624df5a7b11d6&_price=809&_display=1#duration=7&start=2022-08-19&changeover=5
The Snug,787,was £1078,"GRAMPOUND, Cornwall",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Grampound/The-Snug-968419.html?_hsearch=220406624df5a7b546d&_price=787&_display=1#duration=7&start=2022-08-19&changeover=5
Secret Garden,805,was £1127,"St Agnes, Cornwall",2,2,No,4.6,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-St-Agnes/Secret-Garden-959241.html?_hsearch=220406624df5a7b961e&_price=805&_display=1#duration=7&start=2022-08-19&changeover=5
16 Brathay,858,was £1178,"Ambleside, Cumbria & The Lake District",2,1,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Ambleside/16-Brathay-922449.html?_hsearch=220406624df5a7cf833&_price=858&_display=1#duration=7&start=2022-08-19&changeover=5
The Old Fire Station,1581,was £2035,"St Margaret's At Cliffe, Kent",7,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Kent-Reach-Court-Fm/The-Old-Fire-Station-1096869.html?_hsearch=220406624df5a7d3819&_price=1581&_display=1#duration=7&start=2022-08-20&changeover=6
Harbour Cottage,1620,was £2240,"Boscastle, Cornwall",2,1,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Meachard/Harbour-Cottage-1024671.html?_hsearch=220406624df5a7d8726&_price=1620&_display=1#duration=7&start=2022-08-20&changeover=6
The Old Bakery,502,was £651,"Wooler, Northumberland",3,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Wooler/The-Old-Bakery-1085531.html?_hsearch=220406624df5a7dd73f&_price=502&_display=1#duration=7&start=2022-08-19&changeover=5
Beck Steps 1,959,was £1409,"Grasmere, Cumbria & The Lake District",2,1,No,4.7,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Grasmere/Beck-Steps-1-972547.html?_hsearch=220406624df5a7e2b9b&_price=959&_display=1#duration=7&start=2022-08-19&changeover=5
The Tyre Barn,606,was £952,"Whixall near Wem, Shropshire",2,1,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-North-Wales-Snowdonia-Dobsons-Bridge/The-Tyre-Barn-1066190.html?_hsearch=220406624df5a7e6bac&_price=606&_display=1#duration=7&start=2022-08-19&changeover=5
River View,609,was £843,"Backbarrow, Cumbria & The Lake District",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Backbarrow/River-View-1054495.html?_hsearch=220406624df5a7eb23f&_price=609&_display=1#duration=7&start=2022-08-19&changeover=5
Marsh View Cottage,700,was £970,"Wainfleet All Saints, Lincolnshire",2,1,Yes,4.8,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lincolnshire-Toft-House-Fm/Marsh-View-Cottage-1053346.html?_hsearch=220406624df5a7eed9c&_price=700&_display=1#duration=7&start=2022-08-20&changeover=6
Orcaber Farm Retreat,642,was £949,"Austwick, Yorkshire Dales - South",2,1,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Austwick/Orcaber-Farm-Retreat-15484.html?_hsearch=220406624df5a7f30b7&_price=642&_display=1#duration=7&start=2022-08-19&changeover=5
Teddy Bear Cottage,675,was £873,"Haworth, Yorkshire Dales - South",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Haworth/Teddy-Bear-Cottage-1089791.html?_hsearch=220406624df5a801e7e&_price=675&_display=1#duration=7&start=2022-08-19&changeover=5
Meadow Lodge @ Seawardstone,2632,,"Blackawton, Devon",2,1,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Blackawton/Meadow-Lodge-Seawardstone-1086226.html?_hsearch=220406624df5a9314c7&_price=2632&_display=1#duration=7&start=2022-08-20&changeover=6
Old Blacksmiths Cottage,470,was £609,"North Willingham near Market Rasen, Lincolnshire",2,1,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lincolnshire-Tree-Tops/Old-Blacksmiths-Cottage-1055768.html?_hsearch=220406624df5a935331&_price=470&_display=1#duration=7&start=2022-08-19&changeover=5
24 Meadow Retreat,1160,was £1706,"Dobwalls, Cornwall",2,1,No,4.5,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Dobwalls/24-Meadow-Retreat-1072508.html?_hsearch=220406624df5a93a36a&_price=1160&_display=1#duration=7&start=2022-08-20&changeover=6
Corner Cottage,1140,was £1357,"High Hauxley near Amble, Northumberland",3,2,No,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Amble/Corner-Cottage-931210.html?_hsearch=220406624df5a93d8f7&_price=1140&_display=1#duration=7&start=2022-08-20&changeover=6
The Cow House,773,was £952,"Shap, Cumbria & The Lake District",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Castlehowe-Scar/The-Cow-House-1043829.html?_hsearch=220406624df5a94177b&_price=773&_display=1#duration=7&start=2022-08-20&changeover=6
Queens Cottage,894,was £1228,"Penrith, Cumbria & The Lake District",5,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Penrith/Queens-Cottage-1082065.html?_hsearch=220406624df5a9458bb&_price=894&_display=1#duration=7&start=2022-08-19&changeover=5
Swallow Barn,870,was £1276,"St Kew, Cornwall",2,1,No,5.0,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Greater-Brighter-Fm/Swallow-Barn-976320.html?_hsearch=220406624df5a94977d&_price=870&_display=1#duration=7&start=2022-08-19&changeover=5
Ash Lodge,683,was £1010,"Greetham, Rutland, Lincolnshire",2,1,No,4.4,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cambridgeshire-Greetham/Ash-Lodge-972991.html?_hsearch=220406624df5a94e9a9&_price=683&_display=1#duration=7&start=2022-08-19&changeover=5
Bridget's Cottage,1031,was £1323,"Bridge near Portreath, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Bridge/Bridgets-Cottage-1082754.html?_hsearch=220406624df5a952b38&_price=1031&_display=1#duration=7&start=2022-08-19&changeover=5
Strawberries & Cream Retreat,732,was £1054,"Treleigh, Cornwall",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Gilberts-Coombe/Strawberries-amp-Cream-Retreat-1000404.html?_hsearch=220406624df5a956043&_price=732&_display=1#duration=7&start=2022-08-19&changeover=5
Apartment 1 @ 22 Foss Street,738,was £1064,"Dartmouth, Devon",2,1,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Dartmouth/Apartment-1-22-Foss-Street-1024483.html?_hsearch=220406624df5a95965a&_price=738&_display=1#duration=7&start=2022-08-20&changeover=6
The Cheese Room,822,was £1051,"Chipping Campden, Gloucestershire",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Stretton-on-Fosse/The-Cheese-Room-1096502.html?_hsearch=220406624df5a95cdd1&_price=822&_display=1#duration=7&start=2022-08-19&changeover=5
No15 Montrose,676,was £780,"Saltburn-By-The-Sea, North York Moors & Coast",5,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Saltburn-Sands/No15-Montrose-1098264.html?_hsearch=220406624df5a96040f&_price=676&_display=1#duration=7&start=2022-08-19&changeover=5
Dovedale,606,was £839,"Ashbourne, Peak District & Derbyshire Dales",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Ashbourne/Dovedale-1047510.html?_hsearch=220406624df5a963539&_price=606&_display=1#duration=7&start=2022-08-19&changeover=5
The Cow Shed,697,was £966,"Holme, Yorkshire, Peak District & Derbyshire Dales",2,1,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Holme/The-Cow-Shed-1013322.html?_hsearch=220406624df5a96757a&_price=697&_display=1#duration=7&start=2022-08-19&changeover=5
The Cottage,862,was £1288,"Tetbury, Gloucestershire",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Tetbury/The-Cottage-1063734.html?_hsearch=220406624df5a96b5a0&_price=862&_display=1#duration=7&start=2022-08-19&changeover=5
4 Byron Street,955,was £1134,"Amble, Northumberland",5,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Amble/4-Byron-Street-1100925.html?_hsearch=220406624df5a96e892&_price=955&_display=1#duration=7&start=2022-08-20&changeover=6
Kate's Cottage,950,was £1306,"Bourton-on-the-Water, Gloucestershire",3,2,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Bourton-on-the-Water/Kates-Cottage-932581.html?_hsearch=220406624df5a9735af&_price=950&_display=1#duration=7&start=2022-08-19&changeover=5
Stonegarth Mews,839,was £1151,"Grasmere, Cumbria & The Lake District",2,1,No,4.7,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Grasmere/Stonegarth-Mews-972456.html?_hsearch=220406624df5a987702&_price=839&_display=1#duration=7&start=2022-08-19&changeover=5
Little Silver Fox,1054,was £1552,"High Bickington, Devon",2,1,No,4.9,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-High-Bickington/Little-Silver-Fox-988227.html?_hsearch=220406624df5a98b1a0&_price=1054&_display=1#duration=7&start=2022-08-19&changeover=5
The Granary,651,was £902,"Edington, Somerset",3,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Edington/The-Granary-967265.html?_hsearch=220406624df5aac3a0d&_price=651&_display=1#duration=7&start=2022-08-19&changeover=5
The Apple Barn,494,was £686,"Catesby near Daventry, Warwickshire",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Northamptonshire-Highfield-Fm/The-Apple-Barn-964831.html?_hsearch=220406624df5aac66d4&_price=494&_display=1#duration=7&start=2022-08-19&changeover=5
Reynard Ing Cottage,617,,"Addingham, Yorkshire Dales - South",2,1,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Addingham-Moorside/Reynard-Ing-Cottage-4398.html?_hsearch=220406624df5aac9852&_price=617&_display=1#duration=7&start=2022-08-19&changeover=5
Ocean Watch 5,1536,,"Greenhill, Dorset",5,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Melcombe-Regis/Ocean-Watch-5-1098447.html?_hsearch=220406624df5aacc8e7&_price=1536&_display=1#duration=7&start=2022-08-20&changeover=6
Cloverwell,736,was £1130,"Woodleigh, Devon",2,1,Yes,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Woodleigh/Cloverwell-995323.html?_hsearch=220406624df5aacf921&_price=736&_display=1#duration=7&start=2022-08-20&changeover=6
Skylark Studio,710,was £885,"Camelford, Cornwall",2,1,No,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Aldermoor-Fm/Skylark-Studio-971425.html?_hsearch=220406624df5aad2954&_price=710&_display=1#duration=7&start=2022-08-19&changeover=5
The Smithy,472,was £699,"Lucton near Mortimers Cross, Herefordshire",2,1,Yes,4.5,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Herefordshire-Lucton/The-Smithy-934782.html?_hsearch=220406624df5aad643b&_price=472&_display=1#duration=7&start=2022-08-19&changeover=5
The Reading Room,829,was £1060,"Seworgan near Constantine, Cornwall",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Trebarvah/The-Reading-Room-1095845.html?_hsearch=220406624df5aad91aa&_price=829&_display=1#duration=7&start=2022-08-19&changeover=5
Hanging Hill Farm Cottage,632,was £788,"Kennythorpe near Malton, Yorkshire Dales - North",2,1,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Hedon-Howe/Hanging-Hill-Farm-Cottage-1025627.html?_hsearch=220406624df5aadd4fc&_price=632&_display=1#duration=7&start=2022-08-19&changeover=5
32A,551,was £733,"Buxton, Peak District & Derbyshire Dales",2,1,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-St-Annes-Well/32A-26869.html?_hsearch=220406624df5aae18db&_price=551&_display=1#duration=7&start=2022-08-20&changeover=6
Little Fulford Barn,728,was £1010,"Kingston St Mary, Somerset",2,1,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Fulford/Little-Fulford-Barn-967353.html?_hsearch=220406624df5aae46b7&_price=728&_display=1#duration=7&start=2022-08-19&changeover=5
The Brambles,984,,"Leedstown near Hayle, Cornwall",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Leedstown/The-Brambles-1091976.html?_hsearch=220406624df5aae6183&_price=984&_display=1#duration=7&start=2022-08-20&changeover=6
Cedar Lodge,674,was £997,"Greetham, Rutland, Lincolnshire",2,1,No,4.7,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cambridgeshire-Greetham/Cedar-Lodge-972997.html?_hsearch=220406624df5ab09bc5&_price=674&_display=1#duration=7&start=2022-08-19&changeover=5
Hackney House,2719,was £3116,"Reeth, Yorkshire Dales - North",12,6,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-North-Reeth/Hackney-House-1085955.html?_hsearch=220406624df5ab0cf31&_price=2719&_display=1#duration=7&start=2022-08-19&changeover=5
Lacewood,562,was £829,"Longnor, Peak District & Derbyshire Dales",2,1,No,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Cottage-The/Lacewood-1010786.html?_hsearch=220406624df5ab10641&_price=562&_display=1#duration=7&start=2022-08-19&changeover=5
Underfell,742,was £1099,"Burton-In-Kendal, Cumbria & The Lake District",2,2,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Burton-in-Kendal/Underfell-987473.html?_hsearch=220406624df5ab12b1e&_price=742&_display=1#duration=7&start=2022-08-19&changeover=5
Valley View,720,was £1066,"Mevagissey, Cornwall",2,1,Yes,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Methrose-Fm/Valley-View-1040471.html?_hsearch=220406624df5ab14ea8&_price=720&_display=1#duration=7&start=2022-08-20&changeover=6
Stone Cottage,579,was £738,"Weobley, Herefordshire",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Herefordshire-Weobley/Stone-Cottage-1090011.html?_hsearch=220406624df5ab173ea&_price=579&_display=1#duration=7&start=2022-08-19&changeover=5
Apple Blossom Barn,1177,was £1746,"Gulval near Penzance, Cornwall",2,1,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Kenegie/Apple-Blossom-Barn-1071346.html?_hsearch=220406624df5ab1968f&_price=1177&_display=1#duration=7&start=2022-08-19&changeover=5
Little Silver Pheasant,1098,was £1514,"High Bickington, Devon",2,1,No,5.0,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Park-Fm/Little-Silver-Pheasant-1079728.html?_hsearch=220406624df5ab1dae5&_price=1098&_display=1#duration=7&start=2022-08-19&changeover=5
Dassel Cottage,1049,was £1229,"West Buckland near Barnstaple, Devon",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Taddiport/Dassel-Cottage-1097324.html?_hsearch=220406624df5ac6bef4&_price=1049&_display=1#duration=7&start=2022-08-20&changeover=6
6 Mill Wharf,643,,"Berwick-upon-Tweed, Northumberland",2,1,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Berwick-upon-Tweed/6-Mill-Wharf-955725.html?_hsearch=220406624df5ac6e931&_price=643&_display=1#duration=7&start=2022-08-19&changeover=5
Sunset Cottage,687,,"Bossiney near Tintagel, Cornwall",2,1,No,4.2,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Bossiney/Sunset-Cottage-918337.html?_hsearch=220406624df5ac81e71&_price=687&_display=1#duration=7&start=2022-08-19&changeover=5
